path,sentence
common_voice_sw_30098335.mp3,lupasa ni kijiji alichazaliwa rais benjamin mkapa
common_voice_sw_30098379.mp3,kuna virutubisho vyenye uwezo wa kupambana na kasa mwilini kuongeza kinga mwilini
common_voice_sw_30099350.mp3,amemekadiriwa kuwa ni watu themanini hivi
common_voice_sw_30099354.mp3,ikiwa ni pamoja na kuungwa hadhi vingineria nne hau tazika
common_voice_sw_30099525.mp3,alibadilisha jina lake kuwa amemin dada
common_voice_sw_30099609.mp3,dawa za ki nyingi kama vile kuuga baada ya kufanya tendo wa ndo
common_voice_sw_30099831.mp3,kwamasai hulugudu mungu pekee nao mita en mkai au hendani
common_voice_sw_30100512.mp3,uchunguzi wa awali na matibabu kamili huzuia madhara zaidi ya maambukizi ya zinaa
common_voice_sw_30100609.mp3,hali ya usalama imeimarishwa kwa kufanya doria hasa katika misitu
common_voice_sw_30100942.mp3,hata bida ya uhamisho nitabulabu chache sana tajiri zingeweza kumsajili
common_voice_sw_30101323.mp3,serikali ikumu kuhudumia wananchi wake katika kila kiru li inayowakuta
common_voice_sw_30101489.mp3,nuko uliopo katika serengeti huanzia mita mia tisa na ishirini
common_voice_sw_30101650.mp3,alifanya mahusiano na makala wa uingereza na israli nchitu
common_voice_sw_30101733.mp3,alizaliwa katika nchi ambayo awali ilijulikana kama kongwe ya kibenkichi
common_voice_sw_30101991.mp3,lakini pia kurimia natibabu ma afya zao na kujenga makazi pia
common_voice_sw_30102134.mp3,watu wengi zaidi vijijini katika dunia na shiniwekezo
common_voice_sw_30102265.mp3,akafutata wa tano wengizoe kumuitakitaliwa
common_voice_sw_30102270.mp3,kuweza kuzitumia fursa mbalimbali zilizokwa za kiuchumi kisiasa na kijamii
common_voice_sw_30102396.mp3,mwaka elfu mbili na tano alipata nafasi ya kushiriki kwanzia ya siku mbili
common_voice_sw_30102576.mp3,kuna metlisemamara kwamba ha akiba haizi
common_voice_sw_30102791.mp3,baadae alihama madeira kujiunga na wachezaji wengine vijana katika klabu hiyo
common_voice_sw_30102939.mp3,ya siku hiyo katika hopita ya taifa msumbili hapokuwa amelaanza
common_voice_sw_30103127.mp3,hiyo itatangazwa kumtwalima huku fisi ya rais
common_voice_sw_30103130.mp3,uliliochukuwa kijiji kikubwa tu cha vibanda
common_voice_sw_30103213.mp3,ndiye mchezaji anayeongoza katika uchukua kiatu cha ufungaji bora mara nyingi
common_voice_sw_30103376.mp3,kwa kutumia usafiri wa mamlaka ya hifadhi ya ngorongoro
common_voice_sw_30103495.mp3,na kukubaliana kuungana na kuwa taifa moja la tanzania
common_voice_sw_34560690.mp3,tanzania bara ilipata uhuru tarehe tisa mwezi wa kumi na mbili
common_voice_sw_34560701.mp3,makundi mawili na be yanayotumia lugha mbili tofauti
common_voice_sw_29157636.mp3,tumbani na ngozi hu kiasi yenye ra na kijani
common_voice_sw_29162973.mp3,alingialea kuandika juu ya maeneo mbalimbali kwenye masuala ya sayansi cha teknolojia maendeleongereza
common_voice_sw_29200762.mp3,hakunavyo wa mimea wanyagama wanaonapatikana ka bahariyo
common_voice_sw_29238732.mp3,kam kale wanaheshimiwana kukiliki na waorthodoksi katikatakati huofiadini
common_voice_sw_29238897.mp3,jia ku ki damu hii ni pamoja nadomo kuwaongozi nashindana
common_voice_sw_29239103.mp3,hata mshaji lugha kwa ndani zaidi kibati sa iko katika kundi la kila dek
common_voice_sw_29342474.mp3,mega anajulikana zaidi kwa ke katika ufalme wa waghali wa wa kungelevile kikoransa
common_voice_sw_29789787.mp3,ta sherehe hukopi kiasi kikubwa
common_voice_sw_29790528.mp3,pianzo tute mimba linangu za kisasa
common_voice_sw_29790579.mp3,meisb alikuwa nyoka wa barsi wake
common_voice_sw_29790874.mp3,kisiwata likashwa vinyesa na gesi wa ujumbe shu
common_voice_sw_29790904.mp3,fenalkery cofu mkwajupenachi kwenye nachi
common_voice_sw_29790930.mp3,alitengemiza kuchelewa ngoma kama juu ngombeda kika karatani ni upi
common_voice_sw_29791020.mp3,hatu tuweza kungelea kuwa na chakio vya maji bilaspa
common_voice_sw_29791058.mp3,siku sasi nizi kushiji kasha ya kutu na kenda
common_voice_sw_29791082.mp3,safu katika nchi ki taifa lamomoka elfu wa jeli alinga kadhaa
common_voice_sw_30295394.mp3,simba ni time kwangwe kabisa nchini tanzania
common_voice_sw_30295399.mp3,pamoja na tima mnama wenye mifa mingine ulikundu nachina kutoka nje blu
common_voice_sw_30300579.mp3,ki chu kikuucha watalii wanaopenda ku kiza ma ndevu
common_voice_sw_31252085.mp3,kabila la wanangipatikana katika wilaya ya kndoa hiloyopo mkoani kiro
common_voice_sw_31252122.mp3,kushiriki katika mitanda kwenyetaloti
common_voice_sw_31252156.mp3,datandekiwatakuwa mgonjwa
common_voice_sw_31252164.mp3,kwa sababu yanatu ba nchi nchini za nnembakiwa kwa kwenye nyi
common_voice_sw_31252264.mp3,mfano ku ukoliokaa sehemu za mo ud
common_voice_sw_31252301.mp3,wengi wafahamikuwa akilame wajazito wanapaswa
common_voice_sw_31252312.mp3,alikimbia takri kimita mia ta
common_voice_sw_31252313.mp3,italia amepishia changamoto nyingi kwenye ujenzi
common_voice_sw_31254536.mp3,vituo vyajira vya mika
common_voice_sw_31254555.mp3,kilake haijinyo
common_voice_sw_31254640.mp3,mkawapocheza kamali na wazi wa nyadarati lipiki kipindi
common_voice_sw_31254647.mp3,alitepeneo napopaji wa mkoa wa pili
common_voice_sw_31254651.mp3,maka mwa janualfu moja mia tisa sabini na mbili
common_voice_sw_31254666.mp3,ji jina langu li li tofauti na lako
common_voice_sw_31254675.mp3,usi usitumia bila upena
common_voice_sw_31254686.mp3,kufalu katikaradiliama kufanya mfu misi hizo wasoma kara
common_voice_sw_31254702.mp3,bana haba hujaza tiba
common_voice_sw_31254706.mp3,wakiwa wameendesha malo yaliyovyobeba n siku hiyo
common_voice_sw_31258756.mp3,baadhi ya watu ha wakiwa na wake zao wanawa watungine waweza kukaatutunjwa
common_voice_sw_31258758.mp3,dugha yangu hucheka kwa sauti kubwa
common_voice_sw_31258819.mp3,panda mfungomo wa kuka ngomu
common_voice_sw_31259031.mp3,mkoa wa ma wa manyara unatokana arusha shinyanga maeneo karibu na kokeake
common_voice_sw_31259071.mp3,baado ya sikucheche nimenye wotaingia ndanini ya hunywa wa dakwa
common_voice_sw_31259085.mp3,me alienda beki kila siku
common_voice_sw_31259089.mp3,asira sa
common_voice_sw_31259127.mp3,kuna madhabila mbalimbali kuhusuchikoele uki
common_voice_sw_31259166.mp3,wengine wanaamini ku jina hilo litikana kwa walowezi
common_voice_sw_31259202.mp3,kichi kimoja kivu ki ambacho kwa kushirikiana na mwewekezaji anafanikiwa ku nacho
common_voice_sw_31259245.mp3,tofauti tofauti kama vi nyumba za wageni
common_voice_sw_31271224.mp3,na kuwezesha uambizi utakaotumia lugha ya kiswahi
common_voice_sw_31271267.mp3,alipiga mpira katika nafasi ya kipa na si ya kuuguala abrins
common_voice_sw_31271270.mp3,jimbo ni marangi
common_voice_sw_31271415.mp3,pia nichi kubwa sana ikiwa ni kuangi barani afrika
common_voice_sw_31271416.mp3,si pia kiminga kidonda
common_voice_sw_31271953.mp3,alielecheza historia yake mama samia ameeleza kwamba kacheliwa katika familia ya kawaida kabisa
common_voice_sw_31271962.mp3,mwalimu popechuuliza bila kupata maji
common_voice_sw_31273248.mp3,vitiria zinaweza kuondolewa na kupukuza kitatizo ya kiafya katika nchi zinazoendelea
common_voice_sw_31273353.mp3,wananchi wa tanzania wanakufa za kufanya luloto bila kufunja sheria
common_voice_sw_31273374.mp3,tunda shule kila siku ya wichi
common_voice_sw_31273410.mp3,ku sababu bonanchi wakaweza kuanzisha mitaradi mbalimbali ya chichu
common_voice_sw_31273433.mp3,alipatikani sana katika somo la kiuchumi na baada na yake takwimu za upanda
common_voice_sw_31273438.mp3,hata wa brazil aliongoza za kushi kushangilia ubingwa
common_voice_sw_31273528.mp3,alihitimu dara sa la saba na kuchaguliwa miongoni mwa shule bo za vipaji
common_voice_sw_31273548.mp3,wakati mzuri wa kutembelea hifadhi hii hii ni wakati kianga za juula mpaka oktop
common_voice_sw_31273551.mp3,wajerumani walilikataabari za fuvu ili na uingerezaliamua za kwamba lishindikana kupata
common_voice_sw_31273590.mp3,ombesho hupembelea historia ya wamasai inaonyesha pana
common_voice_sw_31273615.mp3,mfugale ulisajiliwa kauri ndishi nitalamu m na mshauri
common_voice_sw_31273651.mp3,kambu yote lifunikwa kwa haya nyasi
common_voice_sw_31273735.mp3,peinania ilipigwa kwenye uwanjani wa alinza kanda mjine
common_voice_sw_31273737.mp3,ka vile mlima enye unapatikana katika taifa la marekani
common_voice_sw_31273777.mp3,ningo la kuhakikisha usalama na uli mara katika mfumo wa shughuli za ki bechi
common_voice_sw_31273796.mp3,ku nyumbani na ushindi ndipo tayari wa kuwa
common_voice_sw_31274048.mp3,kipajizekaweka kiasi cha ku kuondoka kwenye soka kwa sasa
common_voice_sw_31274087.mp3,walikubali nakawawa wa chifu mahe
common_voice_sw_31274139.mp3,wakumla wa hutumikimu kwa ajili ya kulima mazao ya biashara na chakula
common_voice_sw_31274209.mp3,poende kuwa wamaliza wenzaji mwaka huo zitumingwa kutuma za unda
common_voice_sw_31274242.mp3,manda yotelikuwa chini ya utawala wa mwenyi ngama
common_voice_sw_31274498.mp3,historia na maendeleo yakobwa iliriwa sana na kabme na biashara ya watumi
common_voice_sw_31274532.mp3,mili ilipelekea kuongezeka ku wanafunzi alijengwa na shule za msingi kwa asilimia sabini
common_voice_sw_31274605.mp3,mechi ya kwanza ali makikishanda goli moja
common_voice_sw_31274617.mp3,koani kagera kulikuwa na viongozi mbalimbali ambao walimbana wa kuleta maendeleo
common_voice_sw_31274627.mp3,kunduji wa majuzi karibu na ziwa tutokanaomaanisha kiumbetolopikasi
common_voice_sw_31274647.mp3,jango kubwa la vyama hivyo ni hunga na ilikuwa na ku kwafukuza wazungu
common_voice_sw_31274669.mp3,tavananchi bate mkuu wa benkiku na kemwi mwekiti wabudi
common_voice_sw_31274696.mp3,mi jamhuri muungano wa tanzania na jamhuri ya watu wa uganda
common_voice_sw_31274716.mp3,waliibuka watu mbalimbali kama kwaptina na beriri pia ambame
common_voice_sw_31274731.mp3,pamoja nambo hi hili kulikuwa na pia tajia si mbilimasinilimanjaro
common_voice_sw_31274749.mp3,baadae ya aliondoka katika meli hiyo na kufanya kazi katika mili mi
common_voice_sw_31274772.mp3,kila mtu anajua kunaezi kumi na mbili
common_voice_sw_31274831.mp3,kwa hiyo ni sehemu kubwa ilikika vya kilomita za mraba elfu saba mia tatu
common_voice_sw_31274834.mp3,jalisambaa ki jografia kuzunguka mlima kilimanjaro
common_voice_sw_31277182.mp3,kasi ausambata kimegemeaina akimbelea ki mtunsi kwasa danadamu anazugu na mafu
common_voice_sw_31277264.mp3,halindisisultani kwatina visiwa vingi vyaja penda
common_voice_sw_31277333.mp3,chete za majika mata zikiwa ndani hifadhi hii
common_voice_sw_31277497.mp3,timu za afrika zina uwezo wa kushindanitumimu za pia
common_voice_sw_31277498.mp3,hichuongozimbao wamlacho madaraka kwa ye baada ya kutawala kwa muda mrefu
common_voice_sw_31277615.mp3,waminika kwa unapatikananajimbore ki kimokrasia za kongo
common_voice_sw_31277669.mp3,msembo kama vile utaifa mwanam
common_voice_sw_31277690.mp3,ndega hao hupatikana penye ziwa kitonge ziwa tanganyika ziwa nyasa
common_voice_sw_31277708.mp3,magofu ya na yanayofanyishakazi wa baka ma ili kujiendeleza
common_voice_sw_31277742.mp3,ambapo alipata mafunzo jinsi ya kuishi na familia
common_voice_sw_31277824.mp3,jengwa yenyekusanifu wa kijeru pamoja na bwari
common_voice_sw_31277886.mp3,hasa wale wanaotumia kilimo wakilishi katika maeneo mbalimbali ya tanzania
common_voice_sw_31277908.mp3,alipomaliza muda wa ti kisha kumu urais magufuli
common_voice_sw_31278035.mp3,wahari ya silia katika kijiji kituo ki mkubwa kilichongu
common_voice_sw_31322181.mp3,kilimanjaro nilima nyinginema ya utalii ku tanzania
common_voice_sw_31322204.mp3,katika kipindi hichora tanganyika iliongeza nje ya pe ndege
common_voice_sw_31322515.mp3,b ras ta feri na inavyokuza na kuendeleza vifaji vya sokonimwengu
common_voice_sw_31322603.mp3,ya kuhusu redio hujajifu ladha tofauti ka vingizi mnyama mgo nachalari
common_voice_sw_31322615.mp3,ikiwa ni pamoja na kutonzapaonge sa na kutengeleza kichumi
common_voice_sw_31322630.mp3,maku kaleenda kipaga la ki cha ki bwanagoset es kinelofia mia ndiza kidogo na isiyo zao
common_voice_sw_31322663.mp3,waloweza wanaorusiwa wa kungia bunge na serikali
common_voice_sw_31322670.mp3,watu wengi walicha kwenye kingo chache wenginekiishi ya kujisha
common_voice_sw_31322726.mp3,chanzo cha mto mileni ni kondo ya majipo kaskazini mwa mwa ziwa viroshi
common_voice_sw_31322858.mp3,uingereza wakati wa kipindi hicho vyema kuanzisha naneo mawili tofauti
common_voice_sw_31322895.mp3,unaga utapata sehemu zo kama kwamba duniani bisahau
common_voice_sw_31322899.mp3,nelsonmongepokuta kulasanguko mzee mwinyi nadizo ya mande na kupote
common_voice_sw_31322937.mp3,ngependa kuelezea masikiti kwaru wavyoza vijana wa afrika
common_voice_sw_31322940.mp3,tu tumejipendekeza kuichifanya kuzi fanya mabadiliko makubwa katika af katiba jamhuri ya muungano wa tanzania
common_voice_sw_31322981.mp3,kwa unapakana nchi zo jamhuri ya kidemokrasia ya k
common_voice_sw_31323005.mp3,eneo la gonja bo mpalipupi kutoka mtongala
common_voice_sw_31323022.mp3,serikali ya uganda ilitangazwa kwamba mwi watumeaweza kuzikwa uganda
common_voice_sw_31323032.mp3,cha chato lijulinekana kunda cha kisasa cha kijengwa uwanja wa ndege wa pombichi
common_voice_sw_31323079.mp3,mwaka huo huo luthe aliitwa mbele bunge la ujerumani juliajipetete
common_voice_sw_31362041.mp3,sikusaidia katika mfumotelembaji wa mvu
common_voice_sw_31362083.mp3,wa kipato cha kaki ngazi ya chini na kujiunga
common_voice_sw_31362470.mp3,wazazi ulinzi we kinacho kijanda na watoto sumohusiana na ngu
common_voice_sw_31362571.mp3,hupelekea kunua kwadini wa kiisla
common_voice_sw_31362586.mp3,mnamo mwaka elfu moja mia tisa ishirini sa nanemanini
common_voice_sw_31362589.mp3,pinduzi ya zanzibarnayotimishwa kila mwaka kwa sikukuu ya taifazima na ta ya
common_voice_sw_31362625.mp3,walinda kutakatika fukwe zake na kubadilisha maawazo
common_voice_sw_31362636.mp3,barika katika wilaya morongoro kamafua take
common_voice_sw_31362821.mp3,bufikiri ulilichukua walozi gane kamoja kwa ma kwa fulani
common_voice_sw_31362842.mp3,siyona vimekteke vingi duniafananaraka
common_voice_sw_31362846.mp3,mandela alikuwa rais wa kwanza mweusi wa afrika kusini
common_voice_sw_31362863.mp3,watu wa majibu ya kukikisha kuhusu matatizo yano uka wananchi
common_voice_sw_31362904.mp3,sigu kwa mtu ameyekakia mkuu huyu wa mi miongoni mwa mwate kukwasa
common_voice_sw_31362921.mp3,mamaneo na malazi ndani hifadhi yenye hadhi
common_voice_sw_31362922.mp3,kwa kawaida maji ya mitumbi na hasi na chumbe hutofauti yana uzito
common_voice_sw_31362929.mp3,wara nyingi wakur ulikuwa wanaanza kumjika kuanzi shinyana
common_voice_sw_31362980.mp3,mi zi nikuwa na au ilitokana na jumla ya matalfu ma
common_voice_sw_31363015.mp3,ali unaweza kuona wanyama wote bila matatizo kutokana mazingira mazuri ya hifadhi
common_voice_sw_31363016.mp3,kwa areje ya kwa husababishasiwasi kuhusu kuka ka kuma mwenendo wao husababisha watalii waliotaka
common_voice_sw_31363075.mp3,wakati mwingine vivutio vya utalii vi na kuo vya
common_voice_sw_31363097.mp3,muhimu ha kwa kiswahi ni kinga
common_voice_sw_31363103.mp3,mfano katika lamba dule vile vilemaanisha kuna mabeli
common_voice_sw_31363164.mp3,bilia hizi zi thamani kabisa kati ya kuona koo
common_voice_sw_31363187.mp3,kilele kisababadilishwa jina ku huhusu ukiwa na maana kilele yelezo
common_voice_sw_28681720.mp3,kuangani kwa hilo
common_voice_sw_28681738.mp3,uwanja huu unapatikana huko kipeta nchini afrika kusini
common_voice_sw_28681739.mp3,kazi hii itakuwa rahisi
common_voice_sw_28681812.mp3,lembo la majina haya hufuata sarafu ya kilatini
common_voice_sw_28681814.mp3,mafusho yake zinapatikana pia katikaina ya sauti na vide
common_voice_sw_28681836.mp3,lakini kabule
common_voice_sw_28681849.mp3,na mari ya korofa husaidiala kutumia mfumo wa kuhesabu warofa
common_voice_sw_28681904.mp3,mo mkoawanye watu wengi zaidi
common_voice_sw_28681936.mp3,wakazi wa leo hili ni jamii zakulima na ufugaji
common_voice_sw_28681938.mp3,anaheshimiwa kama mtakatifu na msimamizi wa walimu
common_voice_sw_28682112.mp3,na wavi wengi kituo cha watalii na nyumba za kistoria zamisionari
common_voice_sw_28682781.mp3,hii ni magaze ki pekeelinga ya sehemu ya utafiti
common_voice_sw_28682818.mp3,mi chalake la kuishoto ni itaw wakati ji tena kulia ya mi kijani
common_voice_sw_28682823.mp3,alipata elimu ya sekondari ya juu jangwanis ku tijini dar es salaam
common_voice_sw_28682854.mp3,kwenda alikuwambia wa kwanza kutumia teknanolojia kufanya uchunguzi sahihi wa nyota
common_voice_sw_28682857.mp3,ye mchezaji mwenye umri madogo zaidi ambaye anacheza katika timu hiyo
common_voice_sw_28682858.mp3,kilimo aliyeshughuli kiuchumi ya msingi katika jimbo hili
common_voice_sw_28682884.mp3,ku ukanda mosimu waonyesha cheo cha juu
common_voice_sw_28682936.mp3,ku dhahabu fedha chuvi nakadhanyika
common_voice_sw_28690219.mp3,kwa sasa ndiyo ho hopitali kubwa ya rufaa na mafundisho nchini
common_voice_sw_28690223.mp3,hakuna viumbo nyingine katika mfumo waji wa linye ida kubwa hivi
common_voice_sw_28699830.mp3,katikatikadhi hi yote miwili nitaliwa na wayahudi
common_voice_sw_28699832.mp3,pia kuna kusemaji wachache sana nchini jamhuri afrika ya kati
common_voice_sw_28699904.mp3,katika utamaduni wa kiban tu kwa jumla unawaja ka mingu mingi
common_voice_sw_28704180.mp3,visi huongezeka ka ndani ya viumbe haii au pekee
common_voice_sw_28704189.mp3,wazi hilimekuwa na waname katika tamaduni nyingi
common_voice_sw_28704232.mp3,tangu wakati huoke kiake alikuwa nzuri
common_voice_sw_28704253.mp3,ningi upande wa kati ya jimbo na magharibi nchi mexco
common_voice_sw_28716450.mp3,jina limetokana na ji la ki na mtakatifu kama
common_voice_sw_28716490.mp3,hakunastali ya umma hipokuwa kiriki za binafsi
common_voice_sw_28716507.mp3,simu ya mkoloni inaweza kutumika kwa masi mawasiliano yambali bila waya
common_voice_sw_28716537.mp3,takribasu wote wajamasi hi wa na rangi ya majani
common_voice_sw_28716558.mp3,ha wa mwisho niki yao kujipatia riziki kutoka utajiri wa wenzawa
common_voice_sw_28716583.mp3,habari zake zijulikana katika mandishi g bori watusi
common_voice_sw_28716597.mp3,ambaye alikuwa ni dada wa amin
common_voice_sw_28716605.mp3,sikukuu yake huadhimishwa na wakatoliki na waangkana tarehe kifo chake
common_voice_sw_28716620.mp3,ndi watua ya kwanza kuelekea elimu rasmi
common_voice_sw_28716635.mp3,walimu huo unaweza kuwa wa kawaida na usi wa kawaida
common_voice_sw_28716637.mp3,tangu zamani na ufugaji wa ngombe
common_voice_sw_28716654.mp3,kwa jumla ni ziwa na kenya la kichi kaskazini kwa ndani ya hithipia
common_voice_sw_28716756.mp3,hali hiivyoendelea kum muda mpaka alipopata nafasi
common_voice_sw_28718842.mp3,kimate na manenonola samakiti
common_voice_sw_28718846.mp3,anangike nyeupekisedha
common_voice_sw_28718881.mp3,gha rasmi ni kihispania
common_voice_sw_28718926.mp3,hifadhi hii ina kambi tatu msingi
common_voice_sw_28718937.mp3,jini mwaka ili karibu na dunia yetu kulikonye wata mwingine zote
common_voice_sw_28718956.mp3,kufuatana na uainishaji wa lugha kimebei watika kundi la kichi
common_voice_sw_28718959.mp3,tangu kale wa anaheshimiwa na kanisa katoliki wao waorthodoksi narthodoso mashariki kama mtakatifufiadini
common_voice_sw_28718969.mp3,alianza mazoezi ya sauti katika kwa ya shule na kanisa
common_voice_sw_28718973.mp3,vifano vya kuba ni nchi za italia na korea au bara hindi
common_voice_sw_28719023.mp3,ni mji upande wa kati ya nchi
common_voice_sw_28719065.mp3,ambate hifariki dunia mnamo tarehe moja mwezi pili
common_voice_sw_28719076.mp3,imekuwa maarufu kamale muziki wa nyasi
common_voice_sw_28719078.mp3,sawa na biasharaka haowa
common_voice_sw_28719088.mp3,wakazi wengi wa sehemu hii ni wakulima mazao chakula pamoja na busta
common_voice_sw_28719139.mp3,hu uko katika magharibi ya kati ya nchi
common_voice_sw_28719166.mp3,kab kuu ya kufanana na sa mu umbo la tufe
common_voice_sw_28748937.mp3,hasa m imani na mpi matoatokesi ma pake
common_voice_sw_28749003.mp3,muda mfupi kabla ya mba yao kuvuchika
common_voice_sw_28749008.mp3,mshirikiano kati ya mwanateri mbalimbali nategemea asili yake na mitindo hake
common_voice_sw_28749026.mp3,kati wanafunzi wa tu muhimu zaidi ilipovutia
common_voice_sw_28757652.mp3,mji una maanda vingi
common_voice_sw_28758216.mp3,utawa wa tume chagu
common_voice_sw_28777647.mp3,hukunye maka husabiwa kama kamashujaa wa jadi
common_voice_sw_28777691.mp3,kampeni huru zinazoendelea
common_voice_sw_28777724.mp3,tume ya uchaguzi ilitangaza matokeo ya kuwa
common_voice_sw_28777941.mp3,me mji mkubwa wa pili nchini baadhi ya mji mkuu bali
common_voice_sw_28777957.mp3,rodordiola fdubasomama wandisi uchumi na ualimu
common_voice_sw_28780637.mp3,manzoni pakuwa na nchi chache tu zilizofuata kalenda mpya
common_voice_sw_28788474.mp3,majina ya mapa wengine wa kanisa katoliki yanapatikana katika orodha ya maka
common_voice_sw_28788522.mp3,kulikuwa na juhudi kubwa kutoadumaduma mbali na mtendao
common_voice_sw_28788615.mp3,ni wachache sana waliobaki
common_voice_sw_28790284.mp3,nizi mimea sana na matokeo yake mbige kwa najulibi kara nzuriki
common_voice_sw_28797381.mp3,kilimanjaro na mlima wa juu katika afrika yayote
common_voice_sw_28797422.mp3,awali inategemea na katiba nchi na katibuke wa kisiasa
common_voice_sw_28807495.mp3,mada ya kuzingatia katika ufahamulme wa kusoma
common_voice_sw_28807502.mp3,tafsi maji ya juumu ya soka la ya kiingereza
common_voice_sw_28808642.mp3,hasa alichunguliwa mabadiliko ya umeme ndani ya ilicha
common_voice_sw_28813264.mp3,kwambe walio wengi ni wabantu
common_voice_sw_28813357.mp3,katika arli gese na sukali isi na lada harufula rangi
common_voice_sw_28840470.mp3,alikuwameaanza kuandika hasa kuhusu mamba ya kisiasa d ya ubaguzi wa rangi
common_voice_sw_28840584.mp3,kwa ajili ya ya ukamambulishwa
common_voice_sw_28840585.mp3,imekuwa makazi ya rais tambo siku ya kutangaza jamhuri
common_voice_sw_29788004.mp3,unapokuwa kiongozi wa nchi wa ushirika wanapewa ulinzi
common_voice_sw_29788137.mp3,hakuna mtu mwingine ndiombali na kujihi wa tu
common_voice_sw_29788182.mp3,ku ugonjwa wa uta kummtesha mwenzi wake na hata
common_voice_sw_29788226.mp3,hi ziwa ngosinapanapatikana kwenye milima ya poto mkoa wa mbeya
common_voice_sw_29788288.mp3,na baadhi ya vyakula wakati wa ujauzito
common_voice_sw_29788326.mp3,kwa hiyo wajana walipoenda kuiba ilikuwa si kuiba ile kufuata na kuleta
common_voice_sw_29788466.mp3,twiga ni mamalia ambayenalalana kwa muda kidogo sana
common_voice_sw_29788577.mp3,vi vita ilipigwa kwa ukali miaka elfu moja mia tisa kumi na nne
common_voice_sw_29788861.mp3,samila selimisha umma uchu ya te teknolojiapya na bora katika kilimo
common_voice_sw_29788865.mp3,katika miaka elfu moja mia nane thelathini uingerezapoteza u oboke katika ku kumesha utumwa
common_voice_sw_29788929.mp3,kuweza kutuma fursa mbalimbali zilizopokuza kichu kisiasa na kijamii
common_voice_sw_29789015.mp3,mara nyingi wa utajiririwa obebeba tena mizigo ya safari mpya
common_voice_sw_29789052.mp3,jo u urefu wa kilomita mia tisa sitini na moja
common_voice_sw_29789213.mp3,watoto pia walikuwa wamependa sana e nchi zake kwani alikuwa ngafiki mzuri watoto
common_voice_sw_29789279.mp3,bagamoyo ilikuwalangodini zote mbili ukristo dar waislaam
common_voice_sw_29789362.mp3,hi hivi sasa uko huo wakichifuko kwenyechakato wa ku tafiti mlithi wa kituocho
common_voice_sw_29789381.mp3,wamasai ni jamii ya bilotiki ambao asidini kusini mwa sudan
common_voice_sw_29789396.mp3,wakati sultani sayid sayyiid alipomua kuhamisho kuweka makuu
common_voice_sw_29789420.mp3,bonde ya mto nailili ni maagorufu kilimo cha matiti
common_voice_sw_29789425.mp3,kijana mwenguvu na hapotahiriwa anatolewa nguvu
common_voice_sw_29789469.mp3,pamoja na hayo maadhi hii imekuwa ni fursa kubwa kwa raia wachi husika
common_voice_sw_29789491.mp3,moja hatuatari ni kuundamilishaji wa kundi moja kwa kundi nyingine
common_voice_sw_29789492.mp3,hata hivyo wa anaweza kuwa ni mungu tubia yamsaidia kupipibitisha
common_voice_sw_29789507.mp3,ki zina kipindi cha ku kama sawa naina ya plasmoda vilimax
common_voice_sw_29789550.mp3,bila kusahau ha halmashauriuri ya wilaya ya kilwa halmashauri ya wilaya ya mili
common_voice_sw_29789594.mp3,siyo nalimu lakini juu ya mashambulizi dhidi
common_voice_sw_29789692.mp3,mina serengeti linachi tunja kistasha kwa lugha ya kimasai
common_voice_sw_29790233.mp3,hifadhi hii ni ikombali wa kilomita mia moja ishirini na sita
common_voice_sw_29790335.mp3,pamoja na kwa woteyinga nafafanua moyo manulila myinga
common_voice_sw_29790339.mp3,inasemekana ilikuwa mwaka wa elfu moja mia tisarobaini na tano
common_voice_sw_29790341.mp3,moja akiwa katika kuwindanipiga mchale wa sumo mnyama wa porini
common_voice_sw_29790342.mp3,tatizotizo hivi husababisha na kutokula chakula kilitmini kama vilembo na mboga na matunda
common_voice_sw_29790444.mp3,askaribe wa ya aahaga hiwa po ulinzi na madarakani marekani kutoka na kisiwa
common_voice_sw_29790651.mp3,shambulizi nyotaholanzi alishinda tuzo
common_voice_sw_29790654.mp3,alikuwa mbimla kamati za siasa mkoani ulaya ya kusini mbuga
common_voice_sw_29790759.mp3,katika mapambano hayo wanyaturu walionekanangiasirizo sana
common_voice_sw_29790793.mp3,wake zao upalimbali moshi kufuga ngombe na kufanya kazi za shambani
common_voice_sw_29790886.mp3,kiduma za cha hushinda tuzo za muziki za kilimanjaro
common_voice_sw_29790964.mp3,alishinda kombe la liga kwa kila misimumu kama ilivyokuwa ujerumani
common_voice_sw_29791057.mp3,ni maraka wa familia pialinganisha ni ngombe analeta obote
common_voice_sw_29791079.mp3,alikuwamilinyetu baraza la cha ku na lishe
common_voice_sw_29791083.mp3,katika mpango wa maendeleofikaka elfu mbili ishirini na tano
common_voice_sw_29791136.mp3,magufuli alichaguliwa kwa mara ya kuanza mbunge wa chato
common_voice_sw_29791209.mp3,baa baada ya wajerumani kupigwa na waingereza katika vita mikuu ya kwanza
common_voice_sw_29791306.mp3,vikwazo vingi vyapigaji kuura vilikuwepo
common_voice_sw_29791319.mp3,kume hii ilianza makazi kutokatiba ya chama cha mapinduzi
common_voice_sw_29791321.mp3,viteendelea kushirikiana taifa hilo katika masuala ya elimu
common_voice_sw_29791339.mp3,ki inachofanyika hapo na kutafuta kwa wakaribu
common_voice_sw_29791378.mp3,uchazi wa vyama vingilianza ra rasmi
common_voice_sw_29791446.mp3,alipenda viumbengine wa poli pia
